ano,sentenca,cluster
2015,a lagarta engana a formiga para que esta ache que se trata uma larva extraviada do formigueiro,0
2015,levada para o formigueiro a lagarta se alimenta durante dez meses com as larvas das formigas aumentando o seu peso em cerca de vezes ate que chega a hora de se transformar em pupa e depois em borboleta,0
2015,o oregano sacrifica parte de seus botoes para as lagartas mas se beneficia porque a lagarta em crescimento pode acabar com as formigas que irritam suas raizes,0
2016,os insetos moram em telas de madeira com dezenas de aberturas chamadas de apartamentos onde cada lagarta se acomoda sozinha,0
2016,nos anos uma lagarta exotica entrou no pais,1
2016,voraz e insaciavel a lagarta se espalhou por diversas das principais culturas,1
2016,mas a formaçao de vinculo e afetividade e importante para o desenvolvimento de cada criança inclusive do autista diz andrea que escreveu o livro lagarta vira pupa cr pags,1
2016,charles darwin nao conseguia acreditar que um deus bondoso pudesse criar uma vespa parasita que injeta seus ovos no corpo de uma lagarta para que a larva possa consumir a hospedeira viva,0
2016,miyazaki expressou descontentamento com o curta a que se dedica atualmente kemushi no boro boro a lagarta em traduçao livre seu primeiro trabalho com imagens totalmente digitais feito para o museu ghibli em mitaka na regiao de toquio,1
2016,riscos na avaliaçao de joao carlos jacobsen rodrigues presidente da abrapa associaçao brasileira dos produtores de algodao a liberaçao do benzoato deveria ser definitiva uma vez que e um dos produtos mais eficazes no combate a essa lagarta,0
2016,helicoverpa o ministerio da agricultura prorrogou por um ano o prazo de vigencia da emergencia fitossanitaria relativa ao risco de surto de lagarta helicoverpa armigera no estado de mato grosso,0
2017,kemushi no boro a lagarta boro em traduçao livre esta previsto para estrear na primavera de,1
2017,precisa nao oh ele esta a lagarta azul,1
2017,a morte da praga se da porque a lagarta raspa as folhas passa por um processo de infecçao e a partir dai se alimenta menos,0
2017,o pesquisador recomenda que a aplicaçao seja feita no final da tarde uma vez que a lagarta tem habitos noturnos,0
2017,a lagarta ao devorar a folha da planta diminui a area de fotossintese reduzindo a produtividade,0
2017,a lagarta e voraz e avança tambem sobre as culturas de soja sorgo algodao e hortaliças,0
2017,mas a lagarta apesar de ser prejudicada pelo processo continua viva e em posiçao de uma especie de segurança zumbi que espanta agressivamente besouros que se aproximam e poderiam se alimentar dos casulos,0
2017,quando os ovos se partem as larvas de vespa se alimentam dos fluidos corporais da lagarta antes de formar um casulo nas proximidades,0
2018,ai quando voce acha que a rucula vingou da noite pro dia aparece uma lagarta e come a bichinha,1
2018,swimclaudia tem coqueiropalmeira da lagarta e tem um monte aqui na univel e agr na primavera e a epoca que elas nascem,0
2018,tem uma lagarta enorme no meu tomateiro e acho que encerro aqui minha tentativa de ter uma horta,1
